Date,compund,neg,neu,pos,Open,High,Low,Close,Volume
20-Mar-2012,-0.9471,0.144,0.777,0.079,163.2,169.89,161.3,166.95,827140
21-Mar-2012,-0.886,0.134,0.787,0.079,168.9,169.55,164.8,165.22,384528
22-Mar-2012,-0.6908,0.119,0.783,0.099,165.05,165.5,162.91,163.09,366217
26-Mar-2012,-0.9882,0.214,0.739,0.047,163.02,164.0,162.5,162.95,107937
27-Mar-2012,-0.4588,0.113,0.795,0.092,163.1,169.0,162.8,167.45,862725
28-Mar-2012,-0.975,0.181,0.759,0.06,167.99,173.79,167.99,170.88,1272770
29-Mar-2012,-0.9674,0.176,0.755,0.07,171.3,176.9,170.0,174.42,1433261
30-Mar-2012,-0.9756,0.18,0.777,0.043,174.5,176.1,173.5,175.44,587224
02-Apr-2012,-0.9856,0.198,0.758,0.044,175.99,176.9,174.02,175.17,473010
03-Apr-2012,-0.9855,0.221,0.734,0.046,175.09,175.15,172.26,173.78,406557
04-Apr-2012,0.2129,0.106,0.761,0.133,175.25,179.5,175.0,176.59,2239608
05-Apr-2012,-0.9245,0.137,0.806,0.057,177.5,177.5,174.01,174.1,662856
06-Apr-2012,-0.9819,0.16,0.783,0.057,174.05,176.0,173.3,173.8,200314
09-Apr-2012,-0.9413,0.176,0.718,0.107,174.7,175.0,172.2,173.29,136123
10-Apr-2012,0.9485,0.082,0.746,0.172,173.9,175.74,172.22,173.29,555789
11-Apr-2012,-0.4215,0.09,0.827,0.084,173.5,175.0,171.05,172.08,686398
12-Apr-2012,-0.9367,0.113,0.815,0.072,172.5,173.17,169.55,171.22,326406
13-Apr-2012,-0.9206,0.154,0.75,0.096,172.5,177.5,171.95,174.9,1625181
16-Apr-2012,-0.9869,0.204,0.71,0.085,173.9,173.9,166.16,168.73,1581944
17-Apr-2012,-0.9713,0.152,0.817,0.031,168.85,170.7,168.0,168.41,235677
18-Apr-2012,-0.9913,0.184,0.773,0.043,169.9,174.75,169.49,173.3,1102618
19-Apr-2012,-0.9339,0.165,0.729,0.106,172.99,174.45,170.85,172.15,574062
20-Apr-2012,-0.8727,0.107,0.825,0.068,172.97,174.0,171.0,171.42,250460
23-Apr-2012,-0.9555,0.177,0.723,0.1,172.0,174.89,171.6,174.28,283659
24-Apr-2012,-0.8681,0.138,0.769,0.093,174.89,178.0,174.5,176.57,1673122
25-Apr-2012,-0.7845,0.118,0.788,0.094,177.0,183.3,177.0,179.32,1901636
26-Apr-2012,-0.9494,0.15,0.769,0.081,179.0,182.0,174.0,175.65,1340136
27-Apr-2012,-0.8872,0.111,0.843,0.047,176.97,177.48,173.5,174.54,324095
30-Apr-2012,-0.9836,0.153,0.807,0.04,173.01,175.0,170.75,172.11,364294
02-May-2012,-0.9874,0.182,0.779,0.038,173.0,177.0,173.0,174.73,405215
03-May-2012,-0.9893,0.17,0.774,0.056,175.0,178.49,175.0,177.98,450477
04-May-2012,-0.9655,0.134,0.823,0.043,178.99,183.99,178.15,180.48,2206666
07-May-2012,-0.6705,0.084,0.847,0.069,180.05,184.24,178.99,181.85,1303134
08-May-2012,-0.4391,0.113,0.777,0.11,182.0,182.5,178.0,179.28,559691
09-May-2012,-0.9257,0.139,0.793,0.068,179.11,180.99,177.52,179.31,632270
10-May-2012,-0.9348,0.168,0.738,0.094,179.9,180.5,176.25,176.71,332429
11-May-2012,-0.7906,0.159,0.716,0.125,177.7,177.7,173.0,173.98,367125
14-May-2012,-0.9687,0.192,0.711,0.096,174.2,175.7,173.66,175.23,133376
15-May-2012,-0.9118,0.106,0.838,0.056,176.7,179.0,175.5,178.32,643871
16-May-2012,-0.9439,0.157,0.777,0.066,178.62,178.62,173.63,174.46,449802
17-May-2012,-0.9888,0.208,0.767,0.025,175.5,176.79,174.0,174.36,162180
18-May-2012,-0.4767,0.047,0.919,0.034,174.5,174.5,169.6,169.99,320668
21-May-2012,-0.897,0.131,0.773,0.096,170.9,172.8,170.5,172.46,114252
22-May-2012,-0.7351,0.121,0.79,0.089,172.11,176.8,172.11,176.02,448106
23-May-2012,-0.9903,0.214,0.727,0.059,175.05,175.76,172.0,172.59,227122
24-May-2012,-0.975,0.21,0.734,0.056,172.6,174.01,165.11,172.39,148083
25-May-2012,-0.9861,0.192,0.764,0.045,172.5,172.6,171.01,171.33,93298
28-May-2012,-0.9917,0.268,0.651,0.081,171.5,175.4,171.0,174.63,531172
29-May-2012,-0.9745,0.196,0.708,0.096,174.5,176.25,173.05,173.55,172795
30-May-2012,-0.9485,0.163,0.741,0.096,171.0,171.0,166.51,167.63,381009
31-May-2012,-0.9226,0.142,0.789,0.069,167.97,168.88,166.5,167.51,305432
01-Jun-2012,0.946,0.049,0.815,0.136,167.99,168.65,166.51,167.49,157968
04-Jun-2012,-0.9656,0.163,0.766,0.071,167.97,170.9,166.5,167.23,467179
05-Jun-2012,-0.9831,0.162,0.817,0.021,164.0,169.1,162.01,162.7,571468
06-Jun-2012,-0.9371,0.126,0.848,0.026,163.0,164.49,160.85,162.56,311925
07-Jun-2012,-0.9712,0.205,0.687,0.108,162.55,163.75,160.5,161.64,327802
08-Jun-2012,-0.9136,0.16,0.779,0.061,161.72,162.25,155.3,158.96,445141
11-Jun-2012,-0.9799,0.151,0.836,0.014,159.15,160.5,158.1,158.54,245614
12-Jun-2012,-0.4588,0.093,0.825,0.082,158.3,158.5,154.0,154.96,759536
13-Jun-2012,-0.7003,0.119,0.79,0.091,155.0,157.5,154.0,155.13,410364
14-Jun-2012,-0.9748,0.169,0.795,0.036,154.25,162.88,154.25,162.75,575882
15-Jun-2012,-0.9584,0.207,0.793,0.0,161.6,164.98,160.13,160.88,830551
18-Jun-2012,-0.9647,0.193,0.718,0.089,161.5,165.2,161.5,164.65,475865
19-Jun-2012,-0.8689,0.148,0.736,0.115,164.0,164.47,162.6,163.25,229865
20-Jun-2012,-0.8859,0.102,0.835,0.063,163.98,165.0,162.51,163.55,40139
21-Jun-2012,-0.9719,0.164,0.795,0.042,163.5,163.5,160.0,161.2,94855
22-Jun-2012,-0.1901,0.036,0.924,0.04,162.5,163.0,159.5,161.75,269495
25-Jun-2012,-0.9492,0.075,0.895,0.03,163.0,163.0,158.3,158.58,337301
26-Jun-2012,-0.955,0.156,0.826,0.018,158.81,160.0,157.75,158.55,158901
27-Jun-2012,-0.8126,0.13,0.798,0.072,159.0,164.5,159.0,163.14,314170
28-Jun-2012,-0.9753,0.178,0.754,0.067,163.18,166.5,163.18,165.51,795332
29-Jun-2012,-0.25,0.139,0.732,0.13,165.87,167.5,165.0,166.24,1118256
02-Jul-2012,-0.9477,0.127,0.849,0.024,165.85,174.55,165.85,173.66,640044
03-Jul-2012,-0.9169,0.142,0.77,0.088,176.0,176.6,173.22,174.85,246394
04-Jul-2012,-0.3182,0.101,0.794,0.105,177.3,178.4,174.0,174.49,369912
05-Jul-2012,-0.9231,0.199,0.657,0.144,174.1,175.9,173.6,175.19,140814
06-Jul-2012,-0.0772,0.065,0.866,0.069,175.8,180.51,175.8,179.49,590928
09-Jul-2012,-0.4788,0.113,0.77,0.117,179.5,182.25,177.75,180.01,443420
10-Jul-2012,-0.9776,0.173,0.761,0.066,180.0,180.8,178.35,179.39,397277
11-Jul-2012,-0.6126,0.129,0.763,0.109,179.8,180.98,178.75,179.89,282016
12-Jul-2012,-0.9893,0.196,0.752,0.052,179.99,182.73,178.12,179.13,617876
13-Jul-2012,-0.8944,0.114,0.849,0.036,179.11,179.5,176.98,178.09,136821
16-Jul-2012,-0.8395,0.14,0.787,0.074,178.9,179.5,178.3,179.08,219769
17-Jul-2012,-0.9839,0.169,0.771,0.06,179.8,183.75,178.5,183.03,620479
18-Jul-2012,-0.91,0.143,0.757,0.1,183.45,189.19,183.45,188.43,1459023
19-Jul-2012,-0.9535,0.119,0.849,0.032,189.49,189.49,186.8,188.14,208413
20-Jul-2012,-0.9362,0.146,0.785,0.069,187.5,190.74,186.17,188.03,473724
23-Jul-2012,0.8316,0.078,0.786,0.136,188.9,190.0,187.8,188.43,100200
24-Jul-2012,-0.6369,0.101,0.817,0.083,188.1,189.89,187.25,189.24,258000
25-Jul-2012,-0.9682,0.17,0.759,0.07,189.4,190.0,188.5,188.52,370700
26-Jul-2012,-0.993,0.214,0.7,0.086,189.0,189.7,186.9,187.22,155300
27-Jul-2012,-0.9413,0.154,0.784,0.062,188.0,188.89,187.3,188.21,84900
30-Jul-2012,-0.949,0.148,0.775,0.077,189.2,189.2,187.1,187.34,28100
31-Jul-2012,-0.9897,0.197,0.778,0.025,187.5,188.75,187.1,187.95,297800
01-Aug-2012,-0.9796,0.137,0.83,0.034,188.9,189.94,178.56,188.09,734300
02-Aug-2012,-0.9747,0.165,0.744,0.091,188.8,188.85,184.9,185.22,830100
03-Aug-2012,-0.9287,0.173,0.721,0.106,185.22,187.1,184.03,184.61,114800
06-Aug-2012,-0.9643,0.122,0.863,0.015,185.5,186.1,184.0,185.61,119300
07-Aug-2012,-0.9776,0.185,0.71,0.105,185.99,187.56,184.6,184.77,345800
08-Aug-2012,-0.9698,0.16,0.802,0.038,185.5,185.9,184.6,184.69,69700
09-Aug-2012,-0.9875,0.197,0.76,0.043,184.72,185.9,184.6,184.93,83400
10-Aug-2012,-0.9409,0.172,0.727,0.102,185.21,185.7,184.6,185.31,520000
13-Aug-2012,-0.808,0.131,0.745,0.124,184.6,184.75,179.1,180.65,1118400
15-Aug-2012,-0.9652,0.159,0.756,0.085,181.0,181.94,179.0,180.96,679200
16-Aug-2012,-0.98,0.187,0.72,0.093,180.11,181.0,179.05,180.07,845300
23-Aug-2012,-0.9812,0.184,0.759,0.057,180.01,180.88,179.1,179.7,336800
24-Aug-2012,-0.8316,0.157,0.731,0.112,179.5,180.0,178.0,178.4,137400
27-Aug-2012,-0.9629,0.154,0.791,0.055,178.98,180.25,178.96,179.67,147600
28-Aug-2012,-0.9764,0.166,0.749,0.085,179.95,187.4,179.0,184.74,1018700
29-Aug-2012,-0.9746,0.185,0.727,0.088,184.99,184.99,180.1,180.87,372400
30-Aug-2012,-0.9678,0.162,0.771,0.067,180.99,183.79,180.99,181.89,241900
31-Aug-2012,-0.9719,0.139,0.824,0.037,182.0,187.0,181.65,186.39,1665000
03-Sep-2012,-0.9882,0.19,0.754,0.056,186.01,188.5,186.01,188.16,992900
04-Sep-2012,-0.6808,0.104,0.799,0.097,188.2,190.98,188.0,190.6,1399000
05-Sep-2012,-0.9381,0.151,0.762,0.088,191.0,192.34,186.21,187.26,604300
06-Sep-2012,0.8767,0.102,0.731,0.167,187.5,188.0,181.82,184.42,881400
07-Sep-2012,-0.9477,0.147,0.765,0.088,183.01,183.45,181.22,182.81,142800
10-Sep-2012,-0.9618,0.168,0.761,0.071,181.5,183.0,178.0,178.87,173900
11-Sep-2012,-0.7845,0.102,0.84,0.058,178.87,180.5,177.3,177.48,150600
12-Sep-2012,-0.9081,0.134,0.766,0.101,177.97,180.3,176.86,179.65,534600
13-Sep-2012,-0.9601,0.173,0.77,0.058,180.35,180.35,177.2,177.98,32200
14-Sep-2012,-0.9944,0.23,0.746,0.024,178.5,181.5,178.5,180.95,303300
17-Sep-2012,-0.981,0.208,0.704,0.088,181.0,183.1,180.0,181.03,372700
18-Sep-2012,-0.9799,0.201,0.786,0.013,181.1,182.7,181.1,182.15,619900
19-Sep-2012,-0.9925,0.198,0.793,0.01,182.74,185.95,182.74,183.69,503700
20-Sep-2012,-0.9118,0.124,0.834,0.041,183.7,183.95,182.0,182.37,509300
24-Sep-2012,-0.4809,0.069,0.879,0.052,182.8,185.0,181.51,182.25,407500
25-Sep-2012,-0.9732,0.159,0.768,0.074,182.7,184.1,181.31,183.67,212300
26-Sep-2012,-0.9883,0.209,0.761,0.03,184.15,184.83,183.0,184.49,184000
27-Sep-2012,-0.9219,0.146,0.768,0.086,184.01,184.65,182.0,183.66,206700
28-Sep-2012,-0.9831,0.206,0.719,0.076,184.0,187.4,183.5,186.03,977900
01-Oct-2012,-0.9898,0.189,0.772,0.039,186.0,186.0,181.2,183.29,473600
02-Oct-2012,-0.975,0.141,0.826,0.034,183.8,184.75,182.1,182.78,257900
03-Oct-2012,-0.969,0.177,0.763,0.06,182.99,183.99,181.1,181.34,200600
04-Oct-2012,0.7708,0.105,0.769,0.126,182.0,184.25,182.0,182.71,88600
05-Oct-2012,-0.8126,0.085,0.866,0.048,183.0,184.12,181.0,181.77,153300
08-Oct-2012,-0.5475,0.093,0.831,0.076,182.1,185.2,181.51,182.08,320000
09-Oct-2012,-0.7399,0.129,0.76,0.112,182.5,182.85,180.63,180.98,156400
10-Oct-2012,-0.9428,0.169,0.723,0.108,181.4,184.35,181.4,181.93,353400
11-Oct-2012,-0.9893,0.172,0.748,0.081,182.75,185.9,182.75,184.47,467700
12-Oct-2012,-0.9837,0.188,0.753,0.059,184.8,185.0,181.5,182.96,608600
15-Oct-2012,-0.9783,0.167,0.784,0.049,182.99,184.97,182.15,183.09,1028500
16-Oct-2012,-0.9075,0.145,0.761,0.094,183.5,185.13,183.26,184.77,530400
17-Oct-2012,-0.9802,0.183,0.74,0.077,184.5,185.0,182.8,184.06,328200
18-Oct-2012,-0.9923,0.234,0.747,0.019,184.06,185.25,183.83,184.18,481500
19-Oct-2012,-0.975,0.177,0.738,0.085,183.1,184.8,183.1,183.83,188800
22-Oct-2012,-0.8365,0.12,0.788,0.091,184.7,185.17,184.0,184.76,688600
23-Oct-2012,-0.975,0.15,0.817,0.033,184.76,186.75,184.76,185.25,545200
24-Oct-2012,-0.9674,0.163,0.773,0.064,184.95,188.0,184.95,186.36,759100
25-Oct-2012,-0.9657,0.141,0.804,0.055,186.0,188.75,186.0,186.8,746500
30-Oct-2012,-0.995,0.325,0.627,0.049,186.9,188.05,185.6,187.99,392200
31-Oct-2012,0.8746,0.033,0.864,0.103,187.99,189.1,187.99,188.94,652700
01-Nov-2012,-0.9652,0.15,0.749,0.101,189.5,190.9,188.6,189.75,188800
02-Nov-2012,-0.9175,0.14,0.765,0.095,190.0,191.74,190.0,191.01,327000
05-Nov-2012,-0.9638,0.211,0.687,0.101,191.9,192.75,191.51,192.01,213300
06-Nov-2012,-0.7997,0.128,0.779,0.093,192.01,192.75,190.0,190.5,189300
07-Nov-2012,-0.7537,0.118,0.776,0.106,189.89,191.39,189.0,190.68,246900
08-Nov-2012,-0.9403,0.13,0.804,0.065,190.7,192.0,188.99,191.86,460100
12-Nov-2012,-0.9911,0.237,0.681,0.083,191.5,191.5,189.0,189.14,204400
13-Nov-2012,-0.9878,0.227,0.66,0.113,189.89,189.89,185.9,186.1,304500
14-Nov-2012,-0.5574,0.123,0.742,0.135,186.99,186.99,183.61,183.94,254900
15-Nov-2012,-0.9201,0.179,0.735,0.086,184.6,184.99,183.21,183.63,189100
16-Nov-2012,-0.9432,0.13,0.808,0.061,183.0,187.65,183.0,187.31,470900
19-Nov-2012,-0.9559,0.176,0.736,0.088,187.31,187.7,185.0,186.96,304000
20-Nov-2012,-0.9918,0.184,0.757,0.059,187.5,188.35,187.1,187.99,371300
21-Nov-2012,-0.9873,0.204,0.728,0.067,188.49,188.5,187.5,187.97,314600
22-Nov-2012,-0.9553,0.188,0.689,0.123,187.36,188.49,186.81,187.12,56200
23-Nov-2012,-0.9702,0.206,0.692,0.103,187.0,187.0,184.5,185.0,119400
26-Nov-2012,-0.9607,0.25,0.646,0.104,186.0,186.89,185.5,186.27,97800
27-Nov-2012,-0.9882,0.218,0.696,0.087,186.5,187.3,186.0,186.5,145500
28-Nov-2012,-0.8591,0.103,0.814,0.083,187.0,188.5,187.0,188.08,145400
29-Nov-2012,-0.9856,0.187,0.775,0.038,188.49,190.5,188.49,189.9,360600
30-Nov-2012,0.8555,0.101,0.74,0.159,189.9,193.2,189.5,191.67,598100
03-Dec-2012,-0.9735,0.177,0.761,0.061,191.55,192.76,189.42,189.67,365900
04-Dec-2012,-0.9703,0.147,0.804,0.049,190.01,194.01,190.01,192.75,621900
05-Dec-2012,-0.8552,0.103,0.849,0.049,193.0,193.75,192.36,192.73,236900
06-Dec-2012,-0.8708,0.121,0.829,0.05,193.4,202.36,192.5,201.1,994200
07-Dec-2012,-0.7269,0.092,0.84,0.068,203.0,205.2,202.01,203.4,814900
10-Dec-2012,-0.9721,0.18,0.778,0.042,204.0,210.0,203.4,208.42,816200
11-Dec-2012,0.9238,0.049,0.843,0.108,208.5,208.75,205.7,206.1,197000
12-Dec-2012,-0.9381,0.151,0.776,0.073,206.49,207.5,203.51,203.98,141000
13-Dec-2012,-0.8834,0.095,0.864,0.041,204.95,205.9,204.0,204.78,47300
14-Dec-2012,-0.5624,0.135,0.746,0.119,205.1,209.5,204.7,207.87,349700
17-Dec-2012,-0.8442,0.113,0.822,0.064,207.8,214.95,207.0,210.69,670600
18-Dec-2012,-0.9612,0.123,0.837,0.04,210.5,215.2,210.5,214.6,482000
19-Dec-2012,-0.9729,0.195,0.753,0.051,214.97,216.75,212.5,212.99,242200
20-Dec-2012,-0.9698,0.128,0.817,0.054,214.0,216.0,213.1,215.75,215000
21-Dec-2012,-0.9847,0.199,0.757,0.045,216.0,216.74,210.35,211.02,349800
24-Dec-2012,-0.9545,0.181,0.733,0.086,211.4,211.9,210.02,210.4,60600
26-Dec-2012,-0.1531,0.072,0.854,0.074,210.87,211.9,210.03,210.36,77900
27-Dec-2012,-0.9854,0.228,0.718,0.054,210.02,211.45,209.8,210.88,113000
28-Dec-2012,-0.9771,0.156,0.771,0.073,211.5,213.0,210.0,210.74,114500
31-Dec-2012,-0.9861,0.225,0.691,0.083,211.0,211.5,209.01,209.76,108200
01-Jan-2013,-0.9731,0.131,0.818,0.052,210.98,210.98,208.55,208.96,38800
02-Jan-2013,-0.8074,0.158,0.733,0.109,208.35,209.89,204.0,204.34,202800
03-Jan-2013,-0.9726,0.19,0.709,0.101,205.5,206.7,204.51,206.19,238100
04-Jan-2013,-0.9908,0.203,0.738,0.059,206.51,209.25,206.0,206.88,314100
07-Jan-2013,-0.9813,0.23,0.691,0.079,206.4,206.4,203.51,204.68,156400
08-Jan-2013,-0.9922,0.266,0.69,0.044,205.0,209.9,205.0,207.98,675800
09-Jan-2013,-0.984,0.168,0.767,0.065,208.0,210.0,207.8,209.41,819500
10-Jan-2013,-0.9952,0.253,0.689,0.058,209.01,211.99,201.6,203.03,1220000
11-Jan-2013,-0.9929,0.182,0.769,0.049,203.89,206.9,203.5,205.58,791400
14-Jan-2013,-0.9534,0.168,0.786,0.046,203.5,205.74,202.71,205.18,107100
15-Jan-2013,-0.992,0.189,0.777,0.034,205.94,206.4,194.93,196.47,689700
16-Jan-2013,-0.979,0.181,0.752,0.067,195.5,197.5,192.61,194.51,405100
17-Jan-2013,-0.9836,0.19,0.747,0.062,196.05,198.5,194.5,195.68,434200
18-Jan-2013,-0.9501,0.129,0.81,0.061,201.0,202.49,198.0,200.95,1053600
21-Jan-2013,-0.9825,0.17,0.742,0.089,201.99,202.79,200.25,201.77,416100
22-Jan-2013,-0.9945,0.206,0.771,0.022,201.99,204.5,201.56,203.89,1244000
23-Jan-2013,-0.9413,0.161,0.742,0.097,204.49,204.5,203.0,203.39,241500
24-Jan-2013,-0.989,0.213,0.759,0.028,203.6,205.9,203.5,205.18,1341100
28-Jan-2013,0.5325,0.105,0.768,0.127,205.25,206.7,205.25,205.52,605000
29-Jan-2013,-0.9756,0.174,0.745,0.081,205.98,209.7,205.98,209.25,849200
30-Jan-2013,-0.9716,0.151,0.812,0.037,209.84,211.89,209.49,210.91,1373300
31-Jan-2013,-0.5859,0.147,0.71,0.143,211.01,213.0,211.0,212.81,627500
01-Feb-2013,-0.9531,0.15,0.792,0.058,212.99,213.47,211.61,212.25,161300
04-Feb-2013,0.3182,0.116,0.746,0.138,212.25,213.0,210.1,211.41,180800
06-Feb-2013,-0.6093,0.13,0.763,0.108,211.41,214.0,211.41,213.77,1192700
07-Feb-2013,-0.5809,0.107,0.785,0.108,214.0,215.0,209.1,211.43,1736000
08-Feb-2013,-0.9559,0.147,0.774,0.079,212.0,212.0,209.15,209.83,512800
11-Feb-2013,-0.9922,0.188,0.776,0.036,210.5,211.8,210.0,211.11,328400
12-Feb-2013,-0.8979,0.1,0.825,0.075,211.0,215.65,211.0,213.43,717900
13-Feb-2013,-0.8168,0.112,0.799,0.089,213.95,214.29,213.7,213.84,308600
14-Feb-2013,-0.9906,0.206,0.706,0.088,214.0,218.98,213.5,217.48,576700
15-Feb-2013,-0.9756,0.195,0.739,0.067,217.7,217.75,214.11,214.61,105000
18-Feb-2013,-0.9888,0.142,0.843,0.016,214.0,216.25,214.0,214.82,292100
19-Feb-2013,-0.9638,0.171,0.728,0.1,215.0,218.0,215.0,216.52,402900
20-Feb-2013,-0.9846,0.184,0.741,0.075,216.97,220.4,216.61,219.15,414200
21-Feb-2013,-0.9955,0.221,0.696,0.083,220.0,220.75,218.1,219.29,282600
22-Feb-2013,-0.9934,0.246,0.709,0.045,218.72,230.25,218.5,230.23,687400
25-Feb-2013,-0.9493,0.14,0.791,0.068,231.8,232.5,225.58,227.09,108300
26-Feb-2013,-0.9246,0.151,0.776,0.073,228.0,228.0,221.5,224.27,242100
27-Feb-2013,-0.975,0.192,0.781,0.026,224.75,227.0,222.5,224.2,67900
28-Feb-2013,0.7783,0.057,0.85,0.094,224.9,235.41,223.5,231.78,1295600
01-Mar-2013,-0.8945,0.125,0.804,0.072,236.0,239.3,229.55,230.7,118600
04-Mar-2013,-0.7369,0.139,0.791,0.071,231.97,231.97,223.85,225.03,357900
05-Mar-2013,-0.8979,0.116,0.82,0.064,225.0,226.7,214.05,216.89,1136200
06-Mar-2013,-0.91,0.115,0.832,0.052,217.9,221.4,217.61,218.64,625700
07-Mar-2013,-0.9799,0.142,0.819,0.039,220.57,220.7,215.75,216.27,101400
08-Mar-2013,-0.9776,0.17,0.775,0.056,216.0,218.0,214.28,216.22,315200
11-Mar-2013,-0.959,0.136,0.844,0.019,215.51,218.95,210.25,210.95,211700
12-Mar-2013,-0.9493,0.125,0.82,0.055,213.97,217.47,212.0,216.99,302300
13-Mar-2013,-0.9769,0.211,0.681,0.108,215.05,217.0,213.8,214.19,62400
14-Mar-2013,0.2263,0.095,0.802,0.103,191.99,197.95,191.99,194.95,87800
15-Mar-2013,0.0,0.0,0.0,0.0,195.4,196.0,188.25,191.56,455500
18-Mar-2013,0.0,0.0,0.0,0.0,190.01,190.5,182.2,183.0,826600
19-Mar-2013,0.0,0.0,0.0,0.0,184.4,189.35,184.0,188.84,754300
20-Mar-2013,-0.9876,0.189,0.775,0.036,189.5,191.46,187.01,190.43,123200
21-Mar-2013,-0.9485,0.146,0.784,0.071,190.5,192.5,187.0,188.58,302700
22-Mar-2013,-0.9617,0.144,0.815,0.041,189.06,192.9,188.5,192.57,200600
25-Mar-2013,0.5423,0.09,0.811,0.1,192.5,193.5,190.9,191.75,34700
26-Mar-2013,-0.9505,0.137,0.821,0.042,191.0,191.94,189.99,190.03,70600
27-Mar-2013,-0.4215,0.13,0.739,0.131,190.25,193.5,190.0,191.23,165200
28-Mar-2013,-0.8793,0.101,0.834,0.065,191.97,192.5,190.9,190.99,21400
29-Mar-2013,-0.9041,0.168,0.718,0.113,191.0,191.49,188.25,189.29,122900
01-Apr-2013,-0.6249,0.118,0.774,0.108,189.95,190.89,189.0,189.64,86500
02-Apr-2013,-0.9393,0.095,0.878,0.028,190.9,191.89,188.86,190.05,689500
03-Apr-2013,-0.9799,0.169,0.786,0.045,189.55,193.55,189.55,190.45,1183800
04-Apr-2013,-0.9638,0.131,0.815,0.053,191.05,195.5,190.0,194.28,513100
05-Apr-2013,-0.9057,0.12,0.819,0.06,196.5,202.05,193.85,197.6,541900
08-Apr-2013,-0.8555,0.106,0.845,0.049,197.6,198.75,194.8,195.52,53600
09-Apr-2013,-0.8935,0.128,0.786,0.085,197.85,198.2,196.0,197.58,99000
10-Apr-2013,-0.984,0.169,0.773,0.058,198.0,200.87,197.2,200.13,457600
11-Apr-2013,-0.9692,0.173,0.713,0.114,201.0,202.0,198.2,199.75,201200
12-Apr-2013,-0.2732,0.077,0.839,0.084,199.01,201.8,197.01,199.32,177100
15-Apr-2013,-0.8176,0.117,0.777,0.106,199.0,202.98,198.76,199.51,467000
16-Apr-2013,-0.9884,0.157,0.79,0.053,199.51,204.5,199.51,203.32,497200
17-Apr-2013,-0.9712,0.173,0.717,0.11,204.49,205.0,198.06,202.15,790400
18-Apr-2013,-0.9175,0.094,0.847,0.059,201.89,205.25,201.0,204.77,275300
19-Apr-2013,-0.7464,0.081,0.849,0.07,204.0,208.25,203.5,204.06,269500
22-Apr-2013,-0.8834,0.14,0.775,0.085,205.0,207.99,202.56,206.36,141000
23-Apr-2013,0.6486,0.078,0.794,0.128,206.0,206.4,202.15,203.13,89700
24-Apr-2013,-0.9623,0.132,0.803,0.064,204.25,207.0,204.06,205.76,166400
25-Apr-2013,-0.9935,0.208,0.744,0.048,206.97,208.98,205.25,206.26,141800
26-Apr-2013,-0.9926,0.209,0.733,0.058,207.8,209.5,206.55,207.93,135700
29-Apr-2013,-0.886,0.142,0.739,0.119,207.9,209.48,207.0,208.22,106300
30-Apr-2013,-0.9869,0.19,0.736,0.074,209.0,218.5,208.8,217.9,587500
02-May-2013,-0.9766,0.161,0.758,0.081,217.9,218.98,216.33,217.87,121100
03-May-2013,-0.9957,0.241,0.685,0.073,217.99,220.88,217.0,218.01,907700
06-May-2013,-0.9752,0.166,0.793,0.041,218.0,219.69,216.0,216.72,182700
07-May-2013,-0.9753,0.172,0.772,0.056,217.0,222.4,215.0,219.03,1031200
08-May-2013,-0.9912,0.212,0.707,0.082,219.0,228.35,219.0,226.25,1291800
09-May-2013,-0.9709,0.161,0.727,0.112,226.25,237.56,226.25,237.56,416300
10-May-2013,-0.997,0.245,0.723,0.031,245.0,249.43,243.85,249.43,747000
13-May-2013,0.7096,0.057,0.863,0.08,256.0,261.9,250.0,261.9,818900
14-May-2013,-0.9622,0.151,0.765,0.084,268.0,274.99,268.0,274.99,293500
15-May-2013,-0.5719,0.129,0.749,0.122,288.73,288.73,280.0,288.51,1663700
16-May-2013,0.0,0.122,0.742,0.136,293.0,299.49,274.09,275.73,1202700
17-May-2013,-0.9735,0.154,0.784,0.062,275.5,284.5,273.0,277.69,902400
20-May-2013,-0.9552,0.151,0.779,0.07,280.0,281.7,274.51,275.35,658800
21-May-2013,-0.9628,0.159,0.746,0.095,276.4,279.5,274.61,275.38,415000
22-May-2013,-0.1779,0.141,0.717,0.142,276.5,281.87,275.5,276.71,571300
23-May-2013,-0.9726,0.197,0.731,0.072,278.5,278.5,269.0,269.64,767500
24-May-2013,-0.9922,0.19,0.767,0.043,270.0,271.99,265.0,266.38,300300
27-May-2013,-0.9633,0.174,0.736,0.09,267.99,267.99,255.5,256.83,526400
28-May-2013,-0.9953,0.312,0.62,0.068,256.2,269.67,256.0,269.67,1082200
29-May-2013,-0.9325,0.177,0.71,0.113,272.0,272.75,265.1,266.06,670900
30-May-2013,-0.9716,0.177,0.718,0.104,266.5,266.5,260.1,261.33,1073900
31-May-2013,-0.9828,0.189,0.731,0.08,261.5,266.87,261.5,264.63,523600
03-Jun-2013,-0.9001,0.124,0.785,0.091,265.0,270.51,265.0,269.09,403600
04-Jun-2013,-0.6553,0.115,0.79,0.094,268.9,282.5,268.9,281.02,1462300
05-Jun-2013,-0.8591,0.124,0.802,0.074,279.9,290.99,277.01,287.44,2583600
06-Jun-2013,-0.6124,0.139,0.744,0.117,289.99,301.81,288.0,301.81,1670000
07-Jun-2013,-0.9826,0.217,0.713,0.069,307.5,316.9,306.01,316.31,2553700
10-Jun-2013,-0.9147,0.107,0.843,0.05,315.99,321.9,309.5,312.5,1201600
